FACULTY OF HUMANITIES,,,,,,
"QUALIFICATION
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIOD","SA/SADC STUDENT
FEE","FOREIGN
STUDENT FEE"
,,AUIC317,AUDITING AND INTERNAL CONTROL III,3,"2,540","3,830"
,,AUIC327,AUDITING AND INTERNAL CONTROL III,3,"2,540","3,810"
,,BUSL316,BUSINESS LAW II,3,"2,540","3,810"
,,BUSL326,BUSINESS LAW II,3,"2,540","3,810"
,,CFIM317,COST AND FINANCIAL MANAGEMENT II,3,"3,600","5,400"
,,CFIM327,COST AND FINANCIAL MANAGEMENT II,3,"3,600","5,400"
,,FNAC317,FINANCIAL ACCOUNTING III,3,"7,380","11,050"
,,FNAC327,FINANCIAL ACCOUNTING III,3,"7,380","11,050"
,,RSMT327,RESEARCH METHODOLOGY I,3,"3,870","5,800"
,,TAXN317,TAXATION III,3,"2,950","4,420"
,,TAXN327,TAXATION III,3,"2,950","4,420"
,,AUIC418,AUDITING AND INTERNAL CONTROL IV,4,"5,900","8,850"
,,CFIM418,COST AND FINANCIAL MANAGEMENT III,4,"5,900","8,850"
,,FNAC418,FINANCIAL ACCOUNTING IV,4,"12,170","18,250"
,,RSMT418,RESEARCH METHODOLOGY II,4,"3,870","5,800"
,,TAXN418,TAXATION IV,4,"5,900","8,850"
,,WLPA428,WIL (PLACEMENT),4,-,-
,,WLSA428,WIL (SIMULATION),4,-,-
EX_BAC,"BACHELOR OF MANAGEMENT
SCIENCES IN ACCOUNTANCY
ECP",ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,LCS5001,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"2,950","4,420"
,,NMR5011,NUMERACY,1,"4,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,BUSM125,BUSINESS MANAGEMENT I,2,"2,540","3,810"
,,ECON115,ECONOMICS I,2,"2,540","3,810"
,,ECON125,ECONOMICS I,2,"2,540","3,810"
,,FNAC115,FINANCIAL ACCOUNTING I,2,"7,380","11,050"
,,FNAC125,FINANCIAL ACCOUNTING I,2,"7,380","11,050"
,,PRSD125,PROFESSIONAL SKILLS DEVELOPMENT I,2,"1,370","2,050"
,,TAXN125,TAXATION I,2,"1,690","2,530"
,,AUIC216,AUDITING AND INTERNAL CONTROL II,3,"2,540","3,830"
,,AUIC226,AUDITING AND INTERNAL CONTROL II,3,"2,540","3,810"
,,BUSL215,BUSINESS LAW I,3,"2,540","3,810"
,,BUSL225,BUSINESS LAW I,3,"2,540","3,810"
,,CFIM216,COST AND FINANCIAL MANAGEMENT I,3,"3,600","5,400"
,,CFIM226,COST AND FINANCIAL MANAGEMENT I,3,"3,600","5,400"
,,FNAC216,FINANCIAL ACCOUNTING II,3,"7,380","11,050"
,,FNAC226,FINANCIAL ACCOUNTING II,3,"7,380","11,050"
,,PRSD215,PROFESSIONAL SKILLS DEVELOPMENT II,3,"2,540","3,810"
,,TAXN216,TAXATION II,3,"3,600","5,400"
,,TAXN226,TAXATION II,3,"3,630","5,440"
,,AUIC317,AUDITING AND INTERNAL CONTROL III,4,"2,540","3,830"
,,AUIC327,AUDITING AND INTERNAL CONTROL III,4,"2,540","3,810"
,,BUSL316,BUSINESS LAW II,4,"2,540","3,810"
,,BUSL326,BUSINESS LAW II,4,"2,540","3,810"
,,CFIM317,COST AND FINANCIAL MANAGEMENT II,4,"3,600","5,400"
,,CFIM327,COST AND FINANCIAL MANAGEMENT II,4,"3,600","5,400"
,,FNAC317,FINANCIAL ACCOUNTING III,4,"7,380","11,050"
,,FNAC327,FINANCIAL ACCOUNTING III,4,"7,380","11,050"
,,RSMT327,RESEARCH METHODOLOGY I,4,"3,870","5,800"
,,TAXN317,TAXATION III,4,"2,950","4,420"
,,TAXN327,TAXATION III,4,"2,950","4,420"
,,AUIC418,AUDITING AND INTERNAL CONTROL IV,5,"5,900","8,850"
,,CFIM418,COST AND FINANCIAL MANAGEMENT III,5,"5,900","8,850"
,,FNAC418,FINANCIAL ACCOUNTING IV,5,"12,170","18,250"
,,RSMT418,RESEARCH METHODOLOGY II,5,"3,870","5,800"
,,TAXN418,TAXATION IV,5,"5,900","8,850"
,,WLPA428,WIL (PLACEMENT),5,-,-
,,WLSA428,WIL (SIMULATION),5,-,-
B_MSIA,"BACHELOR OF MANAGEMENT
SCIENCES INTERNAL AUDITING",ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,BUSM125,BUSINESS MANAGEMENT I,1,"2,540","3,810"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,ECON115,ECONOMICS I,1,"2,540","3,810"
,,ECON125,ECONOMICS I,1,"2,540","3,810"
,,FNAC115,FINANCIAL ACCOUNTING I,1,"7,380","11,050"
,,FNAC125,FINANCIAL ACCOUNTING I,1,"7,380","11,050"
,,LCS5011,"ACADEMIC LITERACY AND COMMUNICATION
STUDIES",1,"1,480","2,210"
,,NMR5011,NUMERACY,1,"4,500","6,750"
,,PIM5011,PERSONAL INFORMATION MANAGEMENT,1,-,-
,,PRSD125,PROFESSIONAL SKILLS DEVELOPMENT I,1,"1,370","2,050"
,,TAXN125,TAXATION I,1,"1,690","2,530"
,,AUIC216,AUDITING AND INTERNAL CONTROL II,2,"2,540","3,830"
,,BUSL215,BUSINESS LAW I,2,"2,540","3,810"
,,BUSL225,BUSINESS LAW I,2,"2,540","3,810"
,,CFIM216,COST AND FINANCIAL MANAGEMENT I,2,"3,600","5,400"
,,CFIM226,COST AND FINANCIAL MANAGEMENT I,2,"3,600","5,400"
,,FNAC216,FINANCIAL ACCOUNTING II,2,"7,380","11,050"
,,FNAC226,FINANCIAL ACCOUNTING II,2,"7,380","11,050"
,,PRSD215,PROFESSIONAL SKILLS DEVELOPMENT II,2,"2,540","3,810"
,,TAXN216,TAXATION II,2,"3,600","5,400"
,,TAXN226,TAXATION II,2,"3,630","5,440"
,,BUSM317,BUSINESS AND STRATEGIC MANAGEMENT,3,"1,370","2,050"
,,BUSM327,BUSINESS AND STRATEGIC MANAGEMENT,3,"1,370","2,050"
,,CFIM317,COST AND FINANCIAL MANAGEMENT II,3,"3,600","5,400"
,,CFIM327,COST AND FINANCIAL MANAGEMENT II,3,"3,600","5,400"
,,FNAC317,FINANCIAL ACCOUNTING III,3,"7,380","11,050"
,,FNAC327,FINANCIAL ACCOUNTING III,3,"7,380","11,050"
,,INFA317,INFORMATION SYSTEMS AUDITING III,3,"5,900","8,850"
,,INTA317,INTERNAL AUDITING III,3,"3,710","5,570"
,,INTA327,INTERNAL AUDITING III,3,"3,710","5,570"
,,RSMT327,RESEARCH METHODOLOGY I,3,"3,870","5,800"
,,INFA418,INFORMATION SYSTEMS AUDITING IV,4,"5,900","8,850"
,,INTA418,INTERNAL AUDITING IV,4,"6,270","9,410"
,,PFPM418,"PUBLIC FINANCIAL AND PROCUREMENT MAN
III(ELEC",4,"5,900","8,850"
,,RSKM418,RISK MANAGEMENT IV,4,"5,900","8,850"
,,RSMT418,RESEARCH METHODOLOGY II,4,"3,870","5,800"
,,WLPI428,WIL (PLACEMENT),4,-,-
,,WLSI428,WIL (SIMULATION),4,-,-
M_MKTG,"MASTER OF MANAGEMENT
SCIENCES IN MARKETING
MANAGEMENT",NMT10AB,RESEARCH METHODOLOGY,1,"7,420","11,130"
,,THE50AB,DISSERTATION,1,"30,390","45,580"
M_MSHR,"MASTER OF MANAGEMENT
SCIENCES IN HUMAN
RESOURCE",NMT10AB,RESEARCH METHODOLOGY,1,"7,420","11,130"
,,VHG50AB,DISSERTATION,1,"30,380","45,570"
M_OMT,"MASTER OF OFFICE
MANAGEMENT & TECHNOLOGY",NMT10AB,RESEARCH METHODOLOGY,1,"7,420","11,130"
M_PACC,MPHIL MAN SC (ACCOUNTING),ACCT609,ACCOUNTING,1,"30,380","45,570"
M_PAGB,"MPHIL MAN SC (AGRIBUSINESS
MAN)",ABMT609,AGRIBUSINESS MANAGEMENT,1,"30,380","45,570"
M_PAIU,"MPHIL MAN SC (INTERNAL
AUDITING)",IADT609,INTERNAL AUDITING,1,"30,380","45,570"
M_PBAD,"MPHIL MAN SC (BUSINESS
ADMIN)",BAMT609,BUSINESS ADMINISTRATION THESIS,1,"30,380","45,530"
M_PBMN,"MPHIL MAN SC (BUSINESS
MANAGEMENT)",BMNT609,BUSINESS MANAGEMENT THESIS,1,"30,380","45,570"
M_PENT,"MPHIL MAN SC
(ENTREPRENEURSHIP)",ENTT609,ENTREPRENEURSHIP THESIS,1,"30,380","45,570"
M_PFBM,"MPHIL MAN SC (FASHION
BUSINESS)",FBMT609,FASHION BUSINESS MANAGEMENT,1,"30,380","45,570"
M_PFIN,MPHIL MAN SC (FINANCE),FINT609,FINANCE,1,"30,380","45,570"
M_PHBM,"MPHIL MAN SC (HOSPITALITY
MAN)",HBMT609,HOSPITALITY MANAGEMENT,1,"30,380","45,570"
M_PHCM,"MPHIL MAN SC (HUMAN
CAPITAL MAN)",HCMT609,HUMAN CAPITAL MANAGEMENT THESIS,1,"30,380","45,570"
M_PMET,"MPHIL MAN SC (MARKETING
MAN)",MMNT609,MARKERTING MANAGEMENT THESIS,1,"30,380","45,570"
M_PPBM,MPHIL MAN SC (PUBLIC MAN),PBMT609,PUBLIC MANAGEMENT,1,"30,380","45,570"
M_PPJM,MPHIL MAN SC (PROJECT MAN),PJMT609,PROJECT MANAGEMENT THESIS,1,"30,380","45,570"
M_PSEM,"MPHIL MAN SC (SMALL ENTERP
MAN)",SEMT609,SMALL ENTERPRISE MANAGEMENT THESIS,1,"30,380","45,570"
M_PTEM,"MPHIL MAN SC (TOURISM AND
EVENT MAN)",TEMT609,TOURISM AND EVENT MANAGEMENT,1,"30,380","45,570"
M_TRHM,"MASTER OF MANAGEMENT
SCIENCE IN TOURISM &
HOSPITALITY MANAGEMENT",TTS50AB,DISSERTATION,1,"30,390","45,580"
(M_MSEM),"MASTER OF MANAGEMENT
SCIENCES IN
ENTREPRENEURIAL
MANAGEMENT",EDMD619,"Economics and decision methods for business
managers",1,"5,500","8,240"
,,STEN619,Strategic entrepreneurship,1,"5,500","8,240"
,,IENT629,International entrepreneurship,1,"5,500","8,240"
,,PMEN629,Project management for entrepreneurs,1,"5,500","8,240"
,,ARMT619,Advanced research methodology,1,"10,990","16,480"
,,RPJT609,Research project,1,"16,480","24,720"
,,SEMA629,Small Enterprise Management,1,"10,990","16,480"
,,LEMA629,Large Enterprise Management,1,"10,990","16,480"
,,HCDV629,Human Capital Development,1,"10,990","16,480"
,,ABMT629,Agri-Business Management,1,"10,990","16,480"
,,HTEB629,"Hospitality, Tourism, & Event Business Management",1,"10,990","16,480"
,,EGBM629,Engineering Business Management,1,"10,990","16,480"
,,PRJM629,Project Management,1,"10,990","16,480"
,,PSEM629,Public Sector Management,1,"10,990","16,480"
D_BUSA,"DOCTOR OF BUSINESS
ADMINISTRATION",ADV90AB,"ADVANCED RESEARCH PROJECT AND
DISSERTATION",1,"36,760","55,140"
D_BUSM,"DOCTOR OF BUSINESS
ADMINISTRATION",ADV90AB,"ADVANCED RESEARCH PROJECT AND
DISSERTATION",1,"36,760","55,140"
D_HRM,"DOCTOR OF HUMAN
RESOURCES MANAGEMENT",GNP90AB,"ADVANCED RESEARCH PROJECT AND
DISSERTATION",1,"36,760","55,140"
D_MRKT,"DOCTOR OF MAN SC IN
MARKETING MANAGEMENT",ARP90AB,"ADVANCED RESEARCH PROJECT AND
DISSERTATION",1,"36,760","55,140"
D_PUBM,"DOCTOR OF PUBLIC
MANAGEMENT",GEV90AB,"ADVANCED RESEARCH PROJECT AND
DISSERTATION",1,"36,760","55,140"
D_PBAD,Business Administration,BAT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PBMN,Business Management,BMT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PENT,Entrepreneurship,ENT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PPJM,Project Management,PMT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PEBM,Engineering Business Management,PET7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PFBM,Fashion Business Management,FBT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PAGB,Agricultural Business Management,ABT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PFIN,Finance,FNT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PACC,Accounting,ACT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PAIU,Internal Auditing,IAT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PMET,Marketing Management,MMT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PHCM,Human Capital Management,HCT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PHBM,Hospitality Business Management,HBT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PTEM,"Tourism And Event Business
Management",TET7010,Advanced Research Project and Thesis,1,"34,270","51,400"
D_PPBM,Public Sector Management,PMT7010,Advanced Research Project and Thesis,1,"34,270","51,400"
,,,,,,
,,,,,,
,FACULTY OF HEALTH AND ENVIRONMENTAL SCIENCES,,,,,
"QUALIFICATI
ON
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIO
D","SA/SADC
STUDENT
FEE","FOREIGN
STUDENT
FEE"
HLHCDL,HIGHER CERTIFICATE IN DENTAL ASSISTING,LCS5001,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"2,950","4,420"
,,MAP5000,ORAL ANATOMY AND PATHOLOGY I,1,"8,700","13,050"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,TAP5000,DENTAL ASSISTING PRACTICAL I,1,"8,700","13,050"
,,TAT5000,DENTAL ASSISTING THEORY I,1,"8,700","13,050"
,,THE5011,"DENTAL PRACTICE: WORK
INTEGRATED LEARNING",1,"13,060","19,590"
,,TPB5000,DENTAL PRACTICE MANAGEMENT I,1,"8,700","13,050"
THSETA,CERTIFICATE: DENTAL ASSISTANTS,MDS11AT,ORAL DISEASES,1,"2,860","4,290"
,,MDS12AT,ORAL DISEASES,1,"2,860","4,290"
,,MNB11AT,ORAL BIOLOGY,1,"2,860","4,290"
,,MNB12AT,ORAL BIOLOGY,1,"2,860","4,290"
,,NHP11AT,FIRST AID,1,"2,860","4,290"
,,NHP12AT,FIRST AID,1,"2,860","4,290"
,,RGL11AS,COMPUTER LITERACY I,1,"3,350","5,020"
,,RGL12AS,COMPUTER LITERACY,1,"3,530","5,300"
,,TAP10AT,DENTAL ASSISTING : PRACTICAL,1,"9,840","14,760"
,,TAT10AT,DENTAL ASSISTING : THEORY,1,"9,840","14,760"
,,TMP11AT,DENTAL MATERIALS : PRACTICAL,1,"2,860","4,290"
,,TMP12AT,DENTAL MATERIALS : PRACTICAL,1,"2,860","4,290"
,,TMT11AT,DENTAL MATERIALS : THEORY,1,"2,860","4,290"
,,TMT12AT,DENTAL MATERIALS : THEORY,1,"2,860","4,290"
,,TPB11AS,DENTAL PRACTICE MANAGEMENT,1,"2,860","4,290"
,,TPB12AS,DENTAL PRACTICE MANAGEMENT,1,"2,860","4,290"
,,TRP11AT,DENTAL RADIOGRAPHY : PRACTICAL,1,"2,860","4,290"
,,TRP12AT,DENTAL RADIOGRAPHY : PRACTICAL,1,"2,860","4,290"
,,TRT11AT,DENTAL RADIOGRAPHY : THEORY,1,"2,860","4,290"
,,TRT12AT,DENTAL RADIOGRAPHY : THEORY,1,"2,860","4,290"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4,470"
,,IMM22BT,IMMUNOLOGY II,1,"3,420","5,130"
,,BLD21AT,BLOOD TRANSFUSION TECHNOLOGY,2,"7,870","11,810"
,,CHP11AT,CHEMICAL PATHOLOGY I,2,"3,420","5,130"
,,CHP22BT,CHEMICAL PATHOLOGY II,2,"3,420","5,130"
,,HEM22BT,HAEMATOLOGY II,2,"3,420","5,130"
,,MKB11AT,MICROBIOLOGY I,2,"3,420","5,130"
,,MKB22BT,MICROBIOLOGY II,2,"3,420","5,130"
,,SLP11AT,CELLULAR PATHOLOGY I,2,"4,200","6,300"
,,SLP22AT,CELLULAR PATHOLOGY II,2,"3,420","5,130"
,,CHP31BT,CHEMICAL PATHOLOGY III,3,"3,420","5,130"
,,HEM31BT,HAEMATOLOGY III,3,"5,100","7,660"
,,LAB31BT,WORK-INTEGRATED LEARNING III,3,"3,420","5,130"
,,LAB32BT,WORK-INTEGRATED LEARNING III,3,"3,420","5,130"
,,MKB31BT,MICROBIOLOGY III,3,"3,420","5,130"
,,SLP31AT,CELLULAR PATHOLOGY III,3,"3,420","5,130"
HXNDBA,N DIP BIOMEDICAL TECHNOLOGY,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,IMM22BT,IMMUNOLOGY II,2,"3,420","5,130"
,,BLD21AT,BLOOD TRANSFUSION TECHNOLOGY,3,"7,870","11,810"
,,CHP11AT,CHEMICAL PATHOLOGY I,3,"3,420","5,130"
,,CHP22BT,CHEMICAL PATHOLOGY II,3,"3,420","5,130"
,,HEM22BT,HAEMATOLOGY II,3,"3,420","5,130"
,,MKB11AT,MICROBIOLOGY I,3,"3,420","5,130"
,,MKB22BT,MICROBIOLOGY II,3,"3,420","5,130"
,,SLP11AT,CELLULAR PATHOLOGY I,3,"4,200","6,300"
,,SLP22AT,CELLULAR PATHOLOGY II,3,"3,420","5,130"
,,CHP31BT,CHEMICAL PATHOLOGY III,4,"3,420","5,130"
,,HEM31BT,HAEMATOLOGY III,4,"5,100","7,660"
,,LAB31BT,WORK-INTEGRATED LEARNING III,4,"3,420","5,130"
,,LAB32BT,WORK-INTEGRATED LEARNING III,4,"3,420","5,130"
,,MKB31BT,MICROBIOLOGY III,4,"3,420","5,130"
,,SLP31AT,CELLULAR PATHOLOGY III,4,"3,420","5,130"
,,BIR30BT,"WIL: REPRODUCTION BIOMEDICAL
APPARATUS III",3,"6,080","9,120"
,,BME30CT,"WIL: NEUROPHYSIOLOGY:
BIOMEDICAL APPARATUS II",3,"6,080","9,120"
,,BMK30CT,"WIL: CARDIOLOGY: BIOMEDICAL
APPARATUS III",3,"6,080","9,120"
,,BMN30CT,"WIL: NEPHROLOGY: BIOMEDICAL
APPARATUS III",3,"6,080","9,120"
,,BMP30CT,"WIL: PULMONOLOGY: BIOMEDICAL
APPARATUS III",3,"6,080","9,120"
,,CNF30BT,"WIL PERFUSION: CLINICAL
PRACTICE III",3,"6,080","9,120"
,,CNK30BT,"WIL CARDIOLOGY: CLNICAL
PRACTICE III",3,"6,080","9,120"
,,CNN30BT,"WIL NEPHROLOGY: CLINICAL
PRACTICE III",3,"6,080","9,120"
,,CNO30BT,"WIL NEUROPHYSIOLOGY: CLINICAL
PRACTICE III",3,"6,080","9,120"
,,CNP30BT,"WIL PULMONOLOGY: CLINICAL
PRACTICE III",3,"6,080","9,120"
,,KPK30BT,"WIL CRITICAL CARE: CLINICAL
PRACTICE III",3,"6,080","9,120"
,,KPR30BT,"WIL REPRODUCTIVE BIOLOGY:
CLINICAL PRACT III",3,"6,080","9,120"
,,PBA30BT,"WIL: PERFUSION: BIOMEDICAL
APPARATUS III",3,"6,080","9,120"
,,PTP30AT,"WIL: PERFUSION: CLINICAL
TECHNOLOGY III",3,"6,080","9,120"
DP_AGM,DIPLOMA IN AGRICULTURAL MANAGEMENT,AMN115C,AGRICULTURAL MANAGEMENT I,1,"3,410","5,120"
,,AMN126C,AGRICULTURAL MANAGEMENT 2,1,"3,410","5,120"
,,APR115C,ANIMAL PRODUCTION I,1,"3,410","5,120"
,,APR126C,ANIMAL PRODUCTION 2,1,"3,410","5,120"
,,APT126C,"AGRICULTURAL PLANNING
TECHNIQUES 1",1,"3,410","5,120"
,,CAP125C,"COMPUTER APPLICATIONS
(AGRICULTURE) 2",1,"3,840","5,760"
,,COM115C,COMPUTER SKILLS I,1,"3,410","5,120"
,,PAS115C,PASTURE SCIENCE I,1,"3,410","5,120"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PPR115C,PLANT PRODUCTION I,1,"3,410","5,120"
,,PPR126C,PLANT PRODUCTION 2,1,"3,410","5,120"
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4,270"
,,PRE2A,ENGLISH PROFICIENCY,1,-,-
,,SCL125C,SOIL CLASSFICATION 2,1,"3,410","5,120"
,,SSC115C,AGRICULTURAL SOIL SCIENCE I,1,"3,410","5,120"
,,VAP508C,"VALUE ADDING IN AGRO-
PROCESSING",1,"5,340","8,010"
,,APM206W,"AGRICULTURAL PRODUCTION
MANAGEMENT 2:WIL",2,"6,020","9,030"
,,APT206W,"AGRICULTURAL PRODUCTION
TECHNIQUES 2:WIL",2,"6,020","9,030"
,,LBB206W,AGRICULTURAL MANAGEMENT :WIL,2,-,-
,,ALW307C,AGRICULTURE LAW 1,3,"6,140","9,210"
,,AMN307C,AGRICULTURAL MANAGEMENT 3,3,"6,140","9,210"
,,APR307E,ANIMAL PRODUCTION 3,3,"6,140","9,210"
,,ENG307C,AGRICULTURAL ENGINEERING 1,3,"6,140","9,210"
,,PBL306C,"PERSONNEL MANAGEMENT :
AGRICULTURE 1",3,"6,140","9,210"
,,PPR307E,PLANT PRODUCTION 3,3,"6,140","9,210"
DP_SOM,DIPLOMA IN SOMATOLOGY,AEP115E,AESTHETIC PRACTICES I,1,"15,730","23,590"
,,AEP125E,AESTHETIC PRACTICES I,1,"2,330","3,490"
,,ANP115E,ANATOMY & PHYSIOLOGY I,1,"2,110","3,160"
,,ANP125E,ANATOMY & PHYSIOLOGY I,1,"2,170","3,250"
,,BUS115E,BUSINESS MANAGEMENT I,1,"2,120","3,180"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,DLC5012,BASIC DIGITAL LITERACY,1,"3,250","4,930"
,,HYG115E,MICROBIAL HYGIENE I,1,"2,110","3,140"
,,HYG125E,MICROBIAL HYGIENE I,1,"2,110","3,140"
,,LCS5011,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"1,480","2,210"
,,LCS5012,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"1,480","2,210"
,,NMR5012,NUMERACY,1,"3,030","4,540"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,SCI115E,SCIENCE I,1,"2,110","3,160"
,,SCI125E,SCIENCE I,1,"2,110","3,160"
,,SOB115E,SOMATIC THERAPY BODY I,1,"2,330","3,490"
,,SOB125E,SOMATIC THERAPY BODY I,1,"2,330","3,490"
,,SOF115E,SOMATIC THERAPY FACE I,1,"2,330","3,490"
,,SOF125E,SOMATIC THERAPY FACE I,1,"2,330","3,490"
,,AEP216E,AESTHETIC PRACTICES II,2,"13,700","20,540"
,,ANP216E,ANATOMY & PHYSIOLOGY II,2,"2,110","3,160"
,,ANP226E,ANATOMY & PHYSIOLOGY II,2,"2,110","3,160"
,,BUS216E,BUSINESS MANAGEMENT II,2,"2,110","3,140"
,,BUS226E,BUSINESS MANAGEMENT II,2,"2,110","3,140"
,,CAR116E,COMPLIMENTARY THERAPIES I,2,"2,330","3,510"
,,CAR126E,COMPLIMENTARY THERAPIES I,2,"2,330","3,510"
,,SCI216E,SCIENCE II,2,"2,110","3,160"
,,SCI226E,SCIENCE II,2,"2,110","3,160"
,,SOB216E,SOMATIC THERAPY BODY II,2,"2,330","3,490"
,,SOB226E,SOMATIC THERAPY BODY II,2,"2,330","3,490"
,,SOF216E,SOMATIC THERAPY FACE II,2,"2,330","3,490"
,,SOF226E,SOMATIC THERAPY FACE II,2,"2,330","3,490"
,,SOM116W,"SOMATOLOGY WORK INTEGRATED
LEARNING I",2,"2,330","3,490"
,,SOM126W,"SOMATOLOGY WORK INTEGRATED
LEARNING I",2,"2,330","3,490"
,,SOP116E,SOCIO-PSYCHOLOGY I,2,"2,110","3,160"
,,SOP126E,SOCIO-PSYCHOLOGY I,2,"2,110","3,160"
,,AEP316E,AESTHETIC PRACTICES III,3,"15,970","23,950"
,,AEP326E,AESTHETIC PRACTICES III,3,"2,330","3,490"
,,BPH116E,BASIC PHARMACOLOGY I,3,"2,110","3,140"
,,BPH126E,BASIC PHARMACOLOGY I,3,"2,110","3,140"
,,BUS316E,BUSINESS MANAGEMENT III,3,"2,110","3,140"
,,BUS326E,BUSINESS MANAGEMENT III,3,"2,110","3,140"
,,CAR216E,COMPLIMENTARY THERAPIES II,3,"2,330","3,510"
,,CAR226E,COMPLIMENTARY THERAPIES II,3,"2,330","3,510"
,,SOB316E,SOMATIC THERAPY BODY III,3,"2,330","3,490"
,,SOB326E,SOMATIC THERAPY BODY III,3,"2,330","3,490"
,,SOF316E,SOMATIC THERAPY FACE III,3,"2,330","3,490"
,,SOF326E,SOMATIC THERAPY FACE III,3,"2,330","3,490"
,,SOM216W,"SOMATOLOGY WORK INTEGRATED
LEARNING II",3,"3,050","4,570"
,,SOM226W,"SOMATOLOGY WORK INTEGRATED
LEARNING II",3,"3,050","4,570"
EX_SOM,DIPLOMA IN SOMATOLOGY,ADC5022,ADVANCED DIGITAL LITERACY,1,"5,080","7,610"
,,ANA00FP,ANATOMY,1,"4,210","6,320"
,,BUS115F,BUSINESS MANAGEMENT I,1,"2,120","3,180"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4,940"
,,LCS5001,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"2,950","4,420"
,,NMC00FP,NUMERACY,1,"5,820","8,720"
,,PHY00FP,PHYSIOLOGY,1,"4,530","6,780"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,SCI115F,SCIENCE I,1,"2,110","3,160"
,,SCI125F,SCIENCE I,1,"2,110","3,160"
,,AEP115F,AESTHETIC PRACTICES I,2,"15,730","23,590"
,,AEP125F,AESTHETIC PRACTICES I,2,"2,330","3,490"
,,ANP115F,ANATOMY & PHYSIOLOGY I,2,"2,110","3,160"
,,ANP125F,ANATOMY & PHYSIOLOGY I,2,"2,170","3,250"
,,HYG115F,MICROBIAL HYGIENE I,2,"2,110","3,140"
,,HYG125F,MICROBIAL HYGIENE I,2,"2,110","3,140"
,,SOB115F,SOMATIC THERAPY BODY I,2,"2,330","3,490"
,,SOB125F,SOMATIC THERAPY BODY I,2,"2,330","3,490"
,,SOF115F,SOMATIC THERAPY FACE I,2,"2,330","3,490"
,,SOF125F,SOMATIC THERAPY FACE I,2,"2,330","3,490"
,,AEP216F,AESTHETIC PRACTICES II,3,"13,700","20,540"
,,AEP226F,AESTHETIC PRACTICES II,3,"2,330","3,490"
,,ANP216F,ANATOMY & PHYSIOLOGY II,3,"2,110","3,160"
,,ANP226F,ANATOMY & PHYSIOLOGY II,3,"2,110","3,160"
,,BUS216F,BUSINESS MANAGEMENT II,3,"2,110","3,140"
,,BUS226F,BUSINESS MANAGEMENT II,3,"2,110","3,140"
,,CAR116F,COMPLIMENTARY THERAPIES I,3,"2,330","3,510"
,,CAR126F,COMPLIMENTARY THERAPIES I,3,"2,330","3,510"
,,SCI216F,SCIENCE II,3,"2,110","3,160"
,,SCI226F,SCIENCE II,3,"2,110","3,160"
,,SOB216F,SOMATIC THERAPY BODY II,3,"2,330","3,490"
